query_id,query,query_type,source_caption_snippet
171,backdrop with text mastersunion,scene_brand,"Two men stand side-by-side in athletic wear at an indoor venue, posing in front of a backdrop featuring the text 'MASTERS UNION' and 'CLASS OF HYROX '26' beneat"
172,backdrop with text hyrox,scene_brand,"Two men stand side-by-side in athletic wear at an indoor venue, posing in front of a backdrop featuring the text 'MASTERS UNION' and 'CLASS OF HYROX '26' beneat"
173,indoor event mastersunion,scene_brand,"Two men stand side-by-side in athletic wear at an indoor venue, posing in front of a backdrop featuring the text 'MASTERS UNION' and 'CLASS OF HYROX '26' beneat"
174,indoor event hyrox,scene_brand,"Two men stand side-by-side in athletic wear at an indoor venue, posing in front of a backdrop featuring the text 'MASTERS UNION' and 'CLASS OF HYROX '26' beneat"
175,outdoor track mastersunion,scene_brand,"A woman in an orange top and black shorts jogs on an indoor track underneath a large ""masters' union HYROX DELHI"" sign."
176,outdoor track hyrox,scene_brand,"A woman in an orange top and black shorts jogs on an indoor track underneath a large ""masters' union HYROX DELHI"" sign."
177,stage mastersunion,scene_brand,"A man and a woman sit in yellow armchairs on a stage in front of a white wall bearing the text 'MASTERS' UNION', with a small table between them holding water b"
178,classroom mastersunion,scene_brand,"Students sit at long wooden desks in a modern classroom listening to a panel discussion at the front, with a ""masters' union"" logo displayed on a wall screen."
179,factory mastersunion,scene_brand,"Four men wearing blue hairnets stand and talk in a large warehouse filled with stacked bags of materials, with a ""MASTERS' UNION"" watermark in the upper right."
180,cafe mastersunion,scene_brand,"Several people stand and converse in a brightly lit modern cafe interior with a counter, tables, and decorative lighting. The text 'masters' union' is visible i"
181,stage hyrox,scene_brand,"A man wearing an orange t-shirt and black shorts stands on a stage holding a small bag and medal, in front of a backdrop with the text 'CLASS OF HYROX '26' and "
182,gym mastersunion,scene_brand,"An empty indoor gym wall features a gridded pattern, a trampoline at its base, and the text ""MASTERS' UNION REACH HIGHER THAN YOU WERE TAUGHT""."
183,conference room mastersunion,scene_brand,"A group of young adults attend an indoor event or conference, with one woman in the foreground wearing a lanyard and a black polo shirt labeled ""Masters' Union"""
184,office mastersunion,scene_brand,"Four business professionals are seated in a casual office lounge area, engaged in a conversation around a small table with a laptop. The wall behind them featur"
185,office lobby mastersunion,scene_brand,"A large group of people stands and socializes in a brightly lit modern lobby with wooden slat ceilings and a reception desk. A large sign reads ""MASTERS' UNION"""
186,gym hyrox,scene_brand,A young man in a black HYROX tank top carries a heavy sandbag across his shoulders down a gym track.
187,stage questify,scene_brand,"A young person in a dark suit stands on a stage with a microphone, presenting in front of a wall with ""MASTERSUNION"" lettering and a sign that reads ""QUESTIFY""."
188,office lobby nivia,scene_brand,"A young man wearing a black t-shirt with the ""masters union"" logo stands next to a reception desk in front of a wall featuring the white ""NIVIA"" logo, gesturing"
189,rooftop mastersunion,scene_brand,"A group of young men pose together outdoors on a rooftop with a city skyline in the background, featuring bold overlay text reading ""MASTERS' UNION PREMIERE LEA"
190,basketball court mastersunion,scene_brand,"A group of seven young women wearing matching black and yellow ""masters' union"" athletic jerseys pose together on an outdoor basketball court at night."
191,office nivia,scene_brand,A man wearing a black Masters' Union t-shirt leaning against a reception desk in a brightly lit office lobby with a prominent Nivia logo on the wall.
192,basketball court hyrox,scene_brand,A man seated in a wheelchair smiles directly at the camera while holding up a card in front of a dark backdrop with the text 'HYROX TRAINING CLUB' and a grid of
193,hat,object,"Two men stand side-by-side in athletic wear at an indoor venue, posing in front of a backdrop featuring the text 'MASTERS UNION' and 'CLASS OF HYROX '26' beneat"
194,backdrop,object,"Two men stand side-by-side in athletic wear at an indoor venue, posing in front of a backdrop featuring the text 'MASTERS UNION' and 'CLASS OF HYROX '26' beneat"
195,trophy,object,"Three people stand in front of a branded backdrop, holding a small trophy together. The backdrop features repeated logos with the text ""FINANCIAL EXPRESS.COM IC"
196,award,object,"Three people stand in front of a branded backdrop, holding a small trophy together. The backdrop features repeated logos with the text ""FINANCIAL EXPRESS.COM IC"
197,ball,object,"Two athletes in dark tank tops run down a bright indoor hallway lined with yellow and black inflatable pillars labeled ""WALL BALLS""."
198,stage,object,"A group of performers in red and white traditional attire dance on an outdoor stage with large screens displaying text including ""UNMUTE""."
199,screen,object,"A group of performers in red and white traditional attire dance on an outdoor stage with large screens displaying text including ""UNMUTE""."
200,shorts,object,A young man in a black tank top and shorts works out on a rowing machine in a gym setting with other participants nearby.
201,rope,object,"A shirtless young man stands on a gym floor, holding a rope attached to a weighted sled stacked with 25kg plates, with spectators watching in the background."
202,table,object,"A group of students sit attentively at desks in a classroom setting, with water glasses and name cards on the tables."
203,card,object,"A group of students sit attentively at desks in a classroom setting, with water glasses and name cards on the tables."
204,glasses,object,"A group of students sit attentively at desks in a classroom setting, with water glasses and name cards on the tables."
205,sign,object,"A woman in an orange top and black shorts jogs on an indoor track underneath a large ""masters' union HYROX DELHI"" sign."
206,chair,object,"Two speakers sit in armchairs on a stage during a panel discussion, in front of a blue backdrop with large speaker identification text."
207,certificate,object,"Three people are standing in a tiered auditorium holding certificates, with two large screens displayed in the background."
208,pen,object,"A white marker board is mounted on a wall, displaying a list titled ""Market Like You Gossip"" with ten numbered humorous statements about spreading secrets."
209,microphone,object,"Five people stand on a stage at an event, with one woman speaking into a microphone while others look on."
210,pants,object,"Two women are sitting in yellow armchairs on a stage, engaged in conversation. The woman on the left is wearing a light blue blazer and pants and gesturing with"
211,shirt,object,A man in a dark suit and white shirt stands in an office setting with a bookshelf in the background.
212,suit,object,A man in a dark suit and white shirt stands in an office setting with a bookshelf in the background.
213,jacket,object,"A man in a black jacket sits in a grey armchair holding a document, with text reading ""MASTERS' UNION"" visible in the top right corner."
214,document,object,"A man in a black jacket sits in a grey armchair holding a document, with text reading ""MASTERS' UNION"" visible in the top right corner."
215,laptop,object,Three young men in white shirts are gathered around a laptop on a wooden conference table in an office setting.
216,banner,object,"Several people participate in a fitness class inside a large hall with a patterned ceiling and black banners reading 'CENT', with one woman throwing a medicine "
217,bottle,object,"A man and a woman sit in yellow armchairs on a stage in front of a white wall bearing the text 'MASTERS' UNION', with a small table between them holding water b"
218,box,object,"A man and a woman sit in yellow armchairs on a stage in front of a white wall bearing the text 'MASTERS' UNION', with a small table between them holding water b"
219,bag,object,"Three people are standing together indoors in an event space, smiling and posing for a photo. The man on the right holds a black gift bag with white and yellow "
220,camera,object,"A woman in a black outfit uses an indoor rowing machine while smiling at the camera, with spectators and a banner reading 'concept' in the background."
221,podium,object,A man in a suit is standing by a podium and addressing an audience seated at desks in a conference room with large windows. A projection screen displaying portr
222,t-shirt,object,A man wearing a grey t-shirt and black pants poses in front of a backdrop that reads 'masters' union HYROX DELHI CLASS OF HYROX'26' under a large graduation cap
223,vest,object,"A woman in a black dress sits on an armchair on a stage, speaking into a microphone while interviewing a seated man wearing glasses and a green vest."
224,book,object,"A man with short dark hair and a beard stands indoors with arms crossed, wearing a dark patterned suit jacket over a white dress shirt and a watch. A bookshelf "
225,rower,object,"Several athletes are exercising on a row of rowing machines in an indoor fitness hall, with spectators watching from the sidelines. The rowers feature 'Concept "
226,whiteboard,object,"A man wearing a white jacket over a black shirt stands in front of a large screen and a whiteboard containing handwritten notes, gesturing with both hands."
227,phone,object,"Several young men are standing in front of a large aquarium tank, looking at the exhibits and taking photos or videos with their phones, beneath digital signage"
228,gown,object,A man in a graduation gown and cap speaks into a microphone at a podium with a yellow background.
229,car,object,"An elevated view of a bustling city street shows cars driving, buses at a stop, and many pedestrians walking along the sidewalk on a sunny day."
230,bus,object,"An elevated view of a bustling city street shows cars driving, buses at a stop, and many pedestrians walking along the sidewalk on a sunny day."
231,mat,object,"A young woman in a black athletic outfit performs battle rope exercises on a black turf mat indoors, while other participants stand and watch in the background."
232,tablet,object,"A man in a suit and glasses sits in an armchair on a stage, holding a stylus and a tablet, with a 3D printer visible on a table to the right."
233,mirror,object,A person holds a phone to take a mirror selfie while wearing a black backpack heavily decorated with various Red Bull and Hyrox city event patches and tags.
234,flag,object,"A tall, stacked sandwich with a blue 'lexi's' toothpick flag sits on branded paper next to a white cup of potato chips against a black background."
235,helmet,object,"A humanoid robot with a black helmet, illuminated blue visor, and silver torso stands indoors on a wooden floor. Several people are visible in the blurred backg"
236,jersey,object,"Four young people stand in front of a banner for Progressive Table Tennis Academy, holding trophies. Two of them wear green sports jerseys, one wears a black t-"
237,dumbbell,object,A woman with braided hair wears a black sports bra and shorts while carrying a black weight across her shoulders in a gym.
238,watch,object,"A young woman rows on an indoor rowing machine while a spectator stands and watches behind her in a large event space with ""concept 2"" signage."
239,bicycle,object,A man rides a bicycle rickshaw through a bustling street with large historic stone archways and buildings in the background under a blue sky.
240,shoe,object,"A young man stands in front of a backdrop reading ""MASTERS' UNION HYROX DELHI"" and ""CLASS OF HYROX'26"", beneath a large hanging graduation cap. He wears a grey "
241,hoodie,object,"A man wearing a black zip-up hoodie stands in front of a wall with the text 'TERS' UNION' visible, gesturing with his hands while speaking."
242,gloves,object,"A man wearing a neon yellow tank top, black shorts, and fingerless gloves poses in front of a dark backdrop featuring the text ""masters' union HYROX DELHI""."
243,treadmill,object,"A man with a beard and a black tank top flexes his biceps while standing on a treadmill in a gym, with fire extinguishers in the background."
244,keyboard,object,"A man sits at a wooden desk with his back to the camera, intently viewing two large computer monitors displaying financial charts and data. A smartphone lies fl"
245,flower,object,Five people are seated around a circular table in a brightly lit cafe with a large painted wall mural of a woman and pink flowers. They are engaged in conversat
246,umbrella,object,"A man and a woman wearing traditional kimonos stand on a paved city sidewalk, looking at a smartphone beneath a dark umbrella. A third person walks by in the ba"
247,train,object,"A woman in a black athletic outfit jumps to throw a medicine ball upward towards a target attached to a rig, while other participants train in the background of"
248,uniform,object,A woman in a blue uniform is standing and pointing at a wall-mounted display screen while speaking to a group of people standing around her.
249,net,object,"A group of people participate in a fitness training session inside a gym, with some individuals holding medicine balls and looking up toward a net overhead."
250,clock,object,"Two young women smile and hug on a black platform in front of a backdrop reading ""HYROX"" with a digital clock displaying ""2:08:40""."
251,scarf,object,"A woman with glasses and long dark hair, wearing a black shirt and a patterned scarf, sits in a yellow chair during an event."
252,map,object,"A large flat-screen television on a rolling stand displays a graphic titled ""KYOTO STARTUP MAP"" featuring a map layout and a QR code."
253,scooter,object,A man wearing a pink sweater gestures while talking to three people standing near parked motor scooters in a showroom.
254,ladder,object,Two men are seated in yellow armchairs facing each other for a discussion in front of a dark screen and two wooden ladder shelves displaying books.
255,racket,object,"A large group of people poses together on an indoor blue sports court, many holding sports rackets and wearing athletic clothing. A white sign on the floor near"
256,dress,object,A group of models showcase diverse avant-garde fashion designs on a stage with a brightly lit red futuristic graphic background. The stage features various outf
257,mouse,object,"A person sits at a desk facing two computer monitors displaying financial charts and data, with a keyboard, mouse, notebook, pen, and smartphone on the desk."
258,black ball,color_object,"Two athletes in dark tank tops run down a bright indoor hallway lined with yellow and black inflatable pillars labeled ""WALL BALLS""."
259,yellow ball,color_object,"Two athletes in dark tank tops run down a bright indoor hallway lined with yellow and black inflatable pillars labeled ""WALL BALLS""."
260,white stage,color_object,"A group of performers in red and white traditional attire dance on an outdoor stage with large screens displaying text including ""UNMUTE""."
261,red stage,color_object,"A group of performers in red and white traditional attire dance on an outdoor stage with large screens displaying text including ""UNMUTE""."
262,white screen,color_object,"A group of performers in red and white traditional attire dance on an outdoor stage with large screens displaying text including ""UNMUTE""."
263,red screen,color_object,"A group of performers in red and white traditional attire dance on an outdoor stage with large screens displaying text including ""UNMUTE""."
264,black shorts,color_object,A young man in a black tank top and shorts works out on a rowing machine in a gym setting with other participants nearby.
265,orange shorts,color_object,"A woman in an orange top and black shorts jogs on an indoor track underneath a large ""masters' union HYROX DELHI"" sign."
266,black sign,color_object,"A woman in an orange top and black shorts jogs on an indoor track underneath a large ""masters' union HYROX DELHI"" sign."
267,orange sign,color_object,"A woman in an orange top and black shorts jogs on an indoor track underneath a large ""masters' union HYROX DELHI"" sign."
268,blue chair,color_object,"Two speakers sit in armchairs on a stage during a panel discussion, in front of a blue backdrop with large speaker identification text."
269,blue backdrop,color_object,"Two speakers sit in armchairs on a stage during a panel discussion, in front of a blue backdrop with large speaker identification text."
270,blue stage,color_object,"Two speakers sit in armchairs on a stage during a panel discussion, in front of a blue backdrop with large speaker identification text."
271,white pen,color_object,"A white marker board is mounted on a wall, displaying a list titled ""Market Like You Gossip"" with ten numbered humorous statements about spreading secrets."
272,black pants,color_object,"Two women are sitting in yellow armchairs on a stage, engaged in conversation. The woman on the left is wearing a light blue blazer and pants and gesturing with"
273,blue pants,color_object,"Two women are sitting in yellow armchairs on a stage, engaged in conversation. The woman on the left is wearing a light blue blazer and pants and gesturing with"
274,black chair,color_object,"Two women are sitting in yellow armchairs on a stage, engaged in conversation. The woman on the left is wearing a light blue blazer and pants and gesturing with"
275,black table,color_object,"Two women are sitting in yellow armchairs on a stage, engaged in conversation. The woman on the left is wearing a light blue blazer and pants and gesturing with"
276,blue table,color_object,"Two women are sitting in yellow armchairs on a stage, engaged in conversation. The woman on the left is wearing a light blue blazer and pants and gesturing with"
277,black stage,color_object,"Two women are sitting in yellow armchairs on a stage, engaged in conversation. The woman on the left is wearing a light blue blazer and pants and gesturing with"
278,white table,color_object,A round chocolate cake with decorative chocolate curls sits on a table next to a black knife and a white napkin.
279,white shirt,color_object,A man in a dark suit and white shirt stands in an office setting with a bookshelf in the background.
280,white suit,color_object,A man in a dark suit and white shirt stands in an office setting with a bookshelf in the background.
281,black jacket,color_object,"A man in a black jacket sits in a grey armchair holding a document, with text reading ""MASTERS' UNION"" visible in the top right corner."
282,grey jacket,color_object,"A man in a black jacket sits in a grey armchair holding a document, with text reading ""MASTERS' UNION"" visible in the top right corner."
283,grey chair,color_object,"A man in a black jacket sits in a grey armchair holding a document, with text reading ""MASTERS' UNION"" visible in the top right corner."
284,black document,color_object,"A man in a black jacket sits in a grey armchair holding a document, with text reading ""MASTERS' UNION"" visible in the top right corner."
285,grey document,color_object,"A man in a black jacket sits in a grey armchair holding a document, with text reading ""MASTERS' UNION"" visible in the top right corner."
286,white laptop,color_object,Three young men in white shirts are gathered around a laptop on a wooden conference table in an office setting.
287,red chair,color_object,"A large crowd of attendees fills the tiered seating of an auditorium with red and grey chairs, watching an event from an elevated angle. The theatre has pattern"
288,black banner,color_object,"Several people participate in a fitness class inside a large hall with a patterned ceiling and black banners reading 'CENT', with one woman throwing a medicine "
289,blue shirt,color_object,A man wearing a blue blazer and pink shirt sits on a yellow chair and gestures outward while speaking indoors.
290,yellow shirt,color_object,A man wearing a blue blazer and pink shirt sits on a yellow chair and gestures outward while speaking indoors.
291,yellow chair,color_object,A man wearing a blue blazer and pink shirt sits on a yellow chair and gestures outward while speaking indoors.
292,blue screen,color_object,"An empty exhibition booth features a white desk with ""THE NEXT TECH 1.0 AI SUMMIT 2026"" branding and a wall-mounted TV screen displaying a blue ""No Signal!"" mes"
293,white sign,color_object,"Two young men pose together in front of a decorative display booth with a red archway cutout and illustrated background. The white sign above reads ""khet"" on th"
294,red sign,color_object,"Two young men pose together in front of a decorative display booth with a red archway cutout and illustrated background. The white sign above reads ""khet"" on th"
295,white bottle,color_object,"A man and a woman sit in yellow armchairs on a stage in front of a white wall bearing the text 'MASTERS' UNION', with a small table between them holding water b"
296,yellow bottle,color_object,"A man and a woman sit in yellow armchairs on a stage in front of a white wall bearing the text 'MASTERS' UNION', with a small table between them holding water b"
297,white chair,color_object,"A man and a woman sit in yellow armchairs on a stage in front of a white wall bearing the text 'MASTERS' UNION', with a small table between them holding water b"
298,yellow table,color_object,"A man and a woman sit in yellow armchairs on a stage in front of a white wall bearing the text 'MASTERS' UNION', with a small table between them holding water b"
299,white box,color_object,"A man and a woman sit in yellow armchairs on a stage in front of a white wall bearing the text 'MASTERS' UNION', with a small table between them holding water b"
300,yellow box,color_object,"A man and a woman sit in yellow armchairs on a stage in front of a white wall bearing the text 'MASTERS' UNION', with a small table between them holding water b"
301,yellow stage,color_object,"A man and a woman sit in yellow armchairs on a stage in front of a white wall bearing the text 'MASTERS' UNION', with a small table between them holding water b"
302,black bag,color_object,"Three people are standing together indoors in an event space, smiling and posing for a photo. The man on the right holds a black gift bag with white and yellow "
303,white bag,color_object,"Three people are standing together indoors in an event space, smiling and posing for a photo. The man on the right holds a black gift bag with white and yellow "
304,black rope,color_object,A woman in a black athletic tank top and pants pulls a heavy rope during a strength training exercise inside a gym.
305,black camera,color_object,"A woman in a black outfit uses an indoor rowing machine while smiling at the camera, with spectators and a banner reading 'concept' in the background."
306,black backdrop,color_object,A young girl stands smiling in front of a backdrop that reads 'Masters' Union HYROX DELHI CLASS OF HYROX '26' while holding a small black bag.
307,black t-shirt,color_object,A man wearing a grey t-shirt and black pants poses in front of a backdrop that reads 'masters' union HYROX DELHI CLASS OF HYROX'26' under a large graduation cap
308,grey t-shirt,color_object,A man wearing a grey t-shirt and black pants poses in front of a backdrop that reads 'masters' union HYROX DELHI CLASS OF HYROX'26' under a large graduation cap
309,black shirt,color_object,A man wearing a grey t-shirt and black pants poses in front of a backdrop that reads 'masters' union HYROX DELHI CLASS OF HYROX'26' under a large graduation cap
310,grey shirt,color_object,A man wearing a grey t-shirt and black pants poses in front of a backdrop that reads 'masters' union HYROX DELHI CLASS OF HYROX'26' under a large graduation cap
311,black hat,color_object,A man wearing a grey t-shirt and black pants poses in front of a backdrop that reads 'masters' union HYROX DELHI CLASS OF HYROX'26' under a large graduation cap
312,grey hat,color_object,A man wearing a grey t-shirt and black pants poses in front of a backdrop that reads 'masters' union HYROX DELHI CLASS OF HYROX'26' under a large graduation cap
313,grey pants,color_object,A man wearing a grey t-shirt and black pants poses in front of a backdrop that reads 'masters' union HYROX DELHI CLASS OF HYROX'26' under a large graduation cap
314,grey backdrop,color_object,A man wearing a grey t-shirt and black pants poses in front of a backdrop that reads 'masters' union HYROX DELHI CLASS OF HYROX'26' under a large graduation cap
315,black vest,color_object,"A woman in a black dress sits on an armchair on a stage, speaking into a microphone while interviewing a seated man wearing glasses and a green vest."
316,green vest,color_object,"A woman in a black dress sits on an armchair on a stage, speaking into a microphone while interviewing a seated man wearing glasses and a green vest."
317,black microphone,color_object,"A woman in a black dress sits on an armchair on a stage, speaking into a microphone while interviewing a seated man wearing glasses and a green vest."
318,hat with backdrop,multi_object,"Two men stand side-by-side in athletic wear at an indoor venue, posing in front of a backdrop featuring the text 'MASTERS UNION' and 'CLASS OF HYROX '26' beneat"
319,shorts with sign,multi_object,"A woman in an orange top and black shorts jogs on an indoor track underneath a large ""masters' union HYROX DELHI"" sign."
320,pants with chair,multi_object,"Two women are sitting in yellow armchairs on a stage, engaged in conversation. The woman on the left is wearing a light blue blazer and pants and gesturing with"
321,pants with table,multi_object,"Two women are sitting in yellow armchairs on a stage, engaged in conversation. The woman on the left is wearing a light blue blazer and pants and gesturing with"
322,pants with stage,multi_object,"Two women are sitting in yellow armchairs on a stage, engaged in conversation. The woman on the left is wearing a light blue blazer and pants and gesturing with"
323,jacket with chair,multi_object,"A man in a black jacket sits in a grey armchair holding a document, with text reading ""MASTERS' UNION"" visible in the top right corner."
324,jacket with document,multi_object,"A man in a black jacket sits in a grey armchair holding a document, with text reading ""MASTERS' UNION"" visible in the top right corner."
325,shirt with laptop,multi_object,Three young men in white shirts are gathered around a laptop on a wooden conference table in an office setting.
326,shirt with table,multi_object,Three young men in white shirts are gathered around a laptop on a wooden conference table in an office setting.
327,shirt with chair,multi_object,A man wearing a blue blazer and pink shirt sits on a yellow chair and gestures outward while speaking indoors.
328,jacket with stage,multi_object,"A smiling man wearing glasses and a dark suit jacket sits on stage, holding papers during a panel discussion."
329,suit with stage,multi_object,"A smiling man wearing glasses and a dark suit jacket sits on stage, holding papers during a panel discussion."
330,suit with document,multi_object,"A smiling man wearing glasses and a dark suit jacket sits on stage, holding papers during a panel discussion."
331,jacket with glasses,multi_object,"A smiling man wearing glasses and a dark suit jacket sits on stage, holding papers during a panel discussion."
332,suit with glasses,multi_object,"A smiling man wearing glasses and a dark suit jacket sits on stage, holding papers during a panel discussion."
333,pants with rope,multi_object,A woman in a black athletic tank top and pants pulls a heavy rope during a strength training exercise inside a gym.
334,suit with podium,multi_object,A man in a suit is standing by a podium and addressing an audience seated at desks in a conference room with large windows. A projection screen displaying portr
335,suit with table,multi_object,A man in a suit is standing by a podium and addressing an audience seated at desks in a conference room with large windows. A projection screen displaying portr
336,suit with screen,multi_object,A man in a suit is standing by a podium and addressing an audience seated at desks in a conference room with large windows. A projection screen displaying portr
337,t-shirt with backdrop,multi_object,A man wearing a grey t-shirt and black pants poses in front of a backdrop that reads 'masters' union HYROX DELHI CLASS OF HYROX'26' under a large graduation cap
338,shirt with backdrop,multi_object,A man wearing a grey t-shirt and black pants poses in front of a backdrop that reads 'masters' union HYROX DELHI CLASS OF HYROX'26' under a large graduation cap
339,vest with microphone,multi_object,"A woman in a black dress sits on an armchair on a stage, speaking into a microphone while interviewing a seated man wearing glasses and a green vest."
340,vest with chair,multi_object,"A woman in a black dress sits on an armchair on a stage, speaking into a microphone while interviewing a seated man wearing glasses and a green vest."
341,vest with stage,multi_object,"A woman in a black dress sits on an armchair on a stage, speaking into a microphone while interviewing a seated man wearing glasses and a green vest."
342,vest with glasses,multi_object,"A woman in a black dress sits on an armchair on a stage, speaking into a microphone while interviewing a seated man wearing glasses and a green vest."
343,shirt with microphone,multi_object,An older man with short grey hair wearing a checked shirt and blazer holds a microphone and gestures with his hand while speaking on stage.
344,shorts with microphone,multi_object,An older man with short grey hair wearing a checked shirt and blazer holds a microphone and gestures with his hand while speaking on stage.
345,shirt with stage,multi_object,An older man with short grey hair wearing a checked shirt and blazer holds a microphone and gestures with his hand while speaking on stage.
346,shorts with stage,multi_object,An older man with short grey hair wearing a checked shirt and blazer holds a microphone and gestures with his hand while speaking on stage.
347,shorts with bag,multi_object,"A man wearing a grey tank top and black shorts kneels on one knee in front of a backdrop reading ""MASTERS' UNION HYROX DELHI CLASS OF HYROX'26"", flexing his bic"
348,shorts with backdrop,multi_object,"A man wearing a grey tank top and black shorts kneels on one knee in front of a backdrop reading ""MASTERS' UNION HYROX DELHI CLASS OF HYROX'26"", flexing his bic"
349,shorts with card,multi_object,"A man wearing a grey tank top and black shorts kneels on one knee in front of a backdrop reading ""MASTERS' UNION HYROX DELHI CLASS OF HYROX'26"", flexing his bic"
350,shirt with book,multi_object,"A man with short dark hair and a beard stands indoors with arms crossed, wearing a dark patterned suit jacket over a white dress shirt and a watch. A bookshelf "
351,jacket with book,multi_object,"A man with short dark hair and a beard stands indoors with arms crossed, wearing a dark patterned suit jacket over a white dress shirt and a watch. A bookshelf "
352,jacket with podium,multi_object,"A man in a black Nehru jacket stands on a stage with a purple background, gesturing outward with both hands. A wooden podium is visible on the left side of the "
353,t-shirt with award,multi_object,"A man wearing an orange t-shirt and black shorts stands on a stage holding a small bag and medal, in front of a backdrop with the text 'CLASS OF HYROX '26' and "
354,shirt with award,multi_object,"A man wearing an orange t-shirt and black shorts stands on a stage holding a small bag and medal, in front of a backdrop with the text 'CLASS OF HYROX '26' and "
355,t-shirt with bag,multi_object,"A man wearing an orange t-shirt and black shorts stands on a stage holding a small bag and medal, in front of a backdrop with the text 'CLASS OF HYROX '26' and "
356,shirt with bag,multi_object,"A man wearing an orange t-shirt and black shorts stands on a stage holding a small bag and medal, in front of a backdrop with the text 'CLASS OF HYROX '26' and "
357,t-shirt with stage,multi_object,"A man wearing an orange t-shirt and black shorts stands on a stage holding a small bag and medal, in front of a backdrop with the text 'CLASS OF HYROX '26' and "
358,sign with text mastersunion,object_brand,"A woman in an orange top and black shorts jogs on an indoor track underneath a large ""masters' union HYROX DELHI"" sign."
359,chair with text mastersunion,object_brand,"A man in a black jacket sits in a grey armchair holding a document, with text reading ""MASTERS' UNION"" visible in the top right corner."
360,document with text mastersunion,object_brand,"A man in a black jacket sits in a grey armchair holding a document, with text reading ""MASTERS' UNION"" visible in the top right corner."
361,screen with text mastersunion,object_brand,"Two young men pose together in front of a decorative display booth with a red archway cutout and illustrated background. The white sign above reads ""khet"" on th"
362,bottle with text mastersunion,object_brand,"A man and a woman sit in yellow armchairs on a stage in front of a white wall bearing the text 'MASTERS' UNION', with a small table between them holding water b"
363,table with text mastersunion,object_brand,"A man and a woman sit in yellow armchairs on a stage in front of a white wall bearing the text 'MASTERS' UNION', with a small table between them holding water b"
364,box with text mastersunion,object_brand,"A man and a woman sit in yellow armchairs on a stage in front of a white wall bearing the text 'MASTERS' UNION', with a small table between them holding water b"
365,stage with text mastersunion,object_brand,"A man and a woman sit in yellow armchairs on a stage in front of a white wall bearing the text 'MASTERS' UNION', with a small table between them holding water b"
366,bag with text mastersunion,object_brand,"Three people are standing together indoors in an event space, smiling and posing for a photo. The man on the right holds a black gift bag with white and yellow "
367,card with text mastersunion,object_brand,"A man wearing a grey tank top and black shorts kneels on one knee in front of a backdrop reading ""MASTERS' UNION HYROX DELHI CLASS OF HYROX'26"", flexing his bic"
368,sign with text hyrox,object_brand,"Several smiling spectators pose behind a barrier, holding a black promotional sign that reads ""L'ORÉAL PARIS, Gujarat ki Hyrox girl, You can be finisher, #vixit"
369,award with text hyrox,object_brand,"A man wearing an orange t-shirt and black shorts stands on a stage holding a small bag and medal, in front of a backdrop with the text 'CLASS OF HYROX '26' and "
370,bag with text hyrox,object_brand,"A man wearing an orange t-shirt and black shorts stands on a stage holding a small bag and medal, in front of a backdrop with the text 'CLASS OF HYROX '26' and "
371,stage with text hyrox,object_brand,"A man wearing an orange t-shirt and black shorts stands on a stage holding a small bag and medal, in front of a backdrop with the text 'CLASS OF HYROX '26' and "
372,card with text hyrox,object_brand,"A young man in a black T-shirt and shorts poses holding a small card and bag in front of a backdrop featuring a hanging graduation cap and signage for ""HYROX DE"
373,screen with text hyrox,object_brand,A bald man with a beard holds a branded bag and stands in front of a display that reads 'CLASS OF HYROX '26'.
374,phone with text mastersunion,object_brand,"Four young men in matching black t-shirts with the text ""Masters' Union"" stand behind a barrier in an indoor venue, holding phones and looking towards the right"
375,banner with text hyrox,object_brand,A woman wearing a black athletic top and shorts walks away while carrying two heavy kettlebells in an indoor arena. Banners featuring 'L'Oréal Paris' and 'HYROX
376,glasses with text mastersunion,object_brand,"A young man in a dark athletic tank top, sunglasses, and shorts poses in front of a branded backdrop featuring the text ""MASTERS' UNION HYROX DELHI"" and ""CLASS "
377,phone with text hyrox,object_brand,A person holds a phone to take a mirror selfie while wearing a black backpack heavily decorated with various Red Bull and Hyrox city event patches and tags.
378,mirror with text hyrox,object_brand,A person holds a phone to take a mirror selfie while wearing a black backpack heavily decorated with various Red Bull and Hyrox city event patches and tags.
379,laptop with text mastersunion,object_brand,"Four business professionals are seated in a casual office lounge area, engaged in a conversation around a small table with a laptop. The wall behind them featur"
380,whiteboard with text hyrox,object_brand,"A young boy stands smiling and holding up a small white whiteboard with text, in front of a dark tiled wall displaying event signage including 'HYROX DELHI' and"
381,glasses with text hyrox,object_brand,"A man wearing sunglasses and a white tank top poses standing in front of a dark tiled backdrop with large white lettering that reads ""Class of Hyrox '26""."
382,camera with text hyrox,object_brand,"A person with long dark hair stands with their back to the camera, flexing in front of a backdrop reading ""CLASS OF HYROX '26"" beneath a giant graduation cap."
383,microphone with text mastersunion,object_brand,"Two women stand on a stage in front of a large screen displaying the ""masters' union"" logo, with one woman speaking into a microphone."
384,award with text mastersunion,object_brand,"A metallic silver award plaque stands upright against a black background, featuring geometric cutouts and the text ""FINANCIAL EXPRESS AICONIC SUMMIT & AWARDS 24"
385,camera with text mastersunion,object_brand,"A young man sits on the floor in front of a promotional backdrop that reads ""MASTERS' UNION HYROX DELHI CLASS OF HYROX'26"". He wears a white sleeveless shirt an"
